item_id,order_id,product_id,quantity,unit_price,discount_percent
I0664,O0493,P0072,4,36221.37,20
I0665,O0184,P0257,5,39007.46,90
I0666,O0269,P0200,2,50476.31,45
I0667,O0336,P0369,4,15585.09,100
I0668,O0072,P0143,3,63899.03,8
I0669,O0470,P0430,4,31448.43,77
I0670,O0338,P0093,5,26858.94,67
I0671,O0133,P0067,5,33398.39,44
I0672,O0300,P0317,1,26860.96,93
I0673,O0082,P0119,1,58430.77,86
I0674,O0244,P0166,2,32412.73,22
I0675,O0373,P0457,4,68073.9,7
I0676,O0314,P0129,1,59843.43,47
I0677,O0311,P0324,2,3165.52,89
I0678,O0231,P0194,5,14783.68,25
I0679,O0130,P0252,3,2484.37,94
I0680,O0083,P0223,2,16024.8,3
I0681,O0323,P0492,2,44254.99,17
I0682,O0458,P0003,4,60851.76,9
I0683,O0175,P0095,5,53775.87,26
I0684,O0293,P0424,3,59872.31,71
I0685,O0437,P0071,4,61437.39,48
I0686,O0448,P0037,2,70302.14,38
I0687,O0052,P0061,1,17838.41,42
I0688,O0012,P0115,3,58931.98,32
I0689,O0200,P0361,2,50941.47,9
I0690,O0274,P0295,5,41716.35,64
I0691,O0160,P0205,5,31623.08,14
I0692,O0299,P0242,3,711.81,4
I0693,O0174,P0216,3,21107.33,7
I0694,O0072,P0105,3,8408.08,84
I0695,O0468,P0450,4,9544.83,72
I0696,O0464,P0313,1,54830.5,9
I0697,O0487,P0214,5,30194.03,70
I0698,O0246,P0485,1,10761.63,63
I0699,O0260,P0116,4,5403.42,100
I0700,O0436,P0449,1,21928.54,3
I0701,O0397,P0401,5,38269.73,48
I0702,O0350,P0351,5,53257.11,49
I0703,O0393,P0194,4,15431.41,70
I0704,O0071,P0060,5,46673.87,47
I0705,O0181,P0100,1,5455.31,11
I0706,O0302,P0006,5,12071.22,1
I0707,O0448,P0369,1,12713.04,16
I0708,O0225,P0093,3,23615.42,83
I0709,O0456,P0126,2,36124.24,61
I0710,O0337,P0063,1,48467.29,69
I0711,O0106,P0254,3,71082.64,28
I0712,O0228,P0366,3,45118.68,37
I0713,O0445,P0335,3,60659.27,69
I0714,O0258,P0054,4,47046.57,79
I0715,O0249,P0144,2,69110.04,66
I0716,O0119,P0157,2,40130.19,92
I0717,O0418,P0404,2,46799.03,83
I0718,O0392,P0233,1,1185.77,4
I0719,O0139,P0143,3,62223.95,10
I0720,O0031,P0143,4,56452.02,48
I0721,O0197,P0228,2,55098.99,84
I0722,O0221,P0273,3,3436.31,97
I0723,O0179,P0480,-3,36609.89,43
I0724,O0473,P0425,5,41568.06,3
I0725,O0175,P0372,4,10058.32,100
I0726,O0374,P0476,1,12862.61,70
I0727,O0199,P0488,3,42808.74,68
I0728,O0238,P0218,5,3063.47,33
I0729,O0084,P0492,2,45823.32,1
I0730,O0144,P0410,3,32545.66,31
I0731,O0395,P0278,5,14788.68,78
I0732,O0141,P0186,3,14228.64,98
I0733,O0312,P0007,5,9501.75,33
I0734,O0434,P0092,1,22336.1,59
I0735,O0019,P0495,5,35988.06,7
I0736,O0297,P0481,5,11588.23,8
I0737,O0226,P0093,3,22928.78,63
I0738,O0066,P0117,2,8255.3,83
I0739,O0026,P0120,1,26871.02,64
I0740,O0441,P0226,1,21369.92,29
I0741,O0032,P0488,3,44193.99,2
I0742,O0348,P0433,3,29856.77,5
I0743,O0308,P0121,1,53206.67,14
I0744,O0262,P0040,3,60549.13,87
I0745,O0213,P0037,3,57578.53,41
I0746,O0311,P0404,4,49500.44,47
I0747,O0241,P0483,5,19264.64,47
I0748,O0023,P0149,5,51896.34,77
I0749,O0109,P0414,5,43851.63,91
I0750,O0177,P0482,5,21012.87,92
I0751,O0077,P0196,1,30911.82,28
I0752,O0290,P0258,5,11532.23,68
I0753,O0376,P0063,5,57320.17,77
I0754,O0242,P0338,4,25808.58,24
I0755,O0429,P0295,2,34882.71,98
I0756,O0186,P0119,1,61912.76,56
I0757,O0376,P0491,3,56185.77,71
I0758,O0259,P0040,4,61184.69,57
I0759,O0403,P0215,2,41628.74,31
I0760,O0398,P0466,5,21803.73,77
I0761,O0134,P0408,3,18469.26,52
I0762,O0216,P0259,5,8349.07,98
I0763,O0102,P0461,4,41416.31,15
I0764,O0215,P0135,4,41389.19,16
I0765,O0446,P0018,1,16326.92,9
I0766,O0068,P0264,4,13199.41,45
I0767,O0066,P0206,2,21795.08,15
I0768,O0173,P0460,3,2919.76,78
I0769,O0056,P0370,3,21863.78,52
I0770,O0323,P0231,4,19707.94,61
I0771,O0359,P0069,5,52918.97,65
I0772,O0043,P0078,5,53780.15,86
I0773,O0333,P0233,4,1068.18,92
I0774,O0302,P0144,1,57387.9,63
I0775,O0175,P0025,5,40995.51,54
I0776,O0147,P0166,2,42039.52,5
I0777,O0417,P0484,2,28053.55,35
I0778,O0295,P0451,1,26349.8,21
I0779,O0061,P0148,4,2832.33,21
I0780,O0148,P0481,5,12297.33,29
I0781,O0342,P0143,2,57440.14,65
I0782,O0387,P0087,-1,64779.44,69
I0783,O0276,P0410,4,41119.18,3
I0784,O0190,P0105,5,7269.2,56
I0785,O0267,P0065,3,10665.17,91
I0786,O0362,P0471,4,10314.16,63
I0787,O0135,P0045,3,19506.37,14
I0788,O0496,P0182,2,23011.97,41
I0789,O0081,P0260,4,29104.87,65
I0790,O0345,P0398,3,13440.25,4
I0791,O0222,P0052,5,5401.49,71
I0792,O0339,P0429,1,43179.86,80
I0793,O0005,P0126,4,38987.28,28
I0794,O0345,P0101,2,11431.69,23
I0795,O0376,P0255,2,51698.86,11
I0796,O0487,P0265,2,50439.85,8
I0797,O0252,P0286,2,35196.88,88
I0798,O0135,P0315,5,2987.77,44
I0799,O0248,P0272,2,52804.7,29
I0800,O0449,P0150,4,27031.88,50
I0801,O0307,P0183,3,34386.39,14
I0802,O0494,P0452,3,9854.08,57
I0803,O0167,P0127,1,57267.6,40
I0804,O0339,P0059,4,34794.72,99
I0805,O0452,P0248,4,52560.28,87
I0806,O0121,P0015,5,51851.93,100
I0807,O0210,P0032,3,47675.34,40
I0808,O0211,P0201,4,60363.06,6
I0809,O0138,P0249,3,43263.36,5
I0810,O0158,P0230,5,57726.18,68
I0811,O0106,P0400,5,48862.52,16
I0812,O0310,P0277,-3,51331.62,48
I0813,O0047,P0400,3,51131.94,70
I0814,O0033,P0336,2,56701.35,25
I0815,O0081,P0430,2,25752.92,20
I0816,O0467,P0192,2,5734.72,31
I0817,O0482,P0007,1,9764.58,67
I0818,O0053,P0257,4,36787.59,36
I0819,O0155,P0013,2,25764.23,95
I0820,O0064,P0417,4,2747.89,94
I0821,O0449,P0139,1,51672.2,92
I0822,O0361,P0391,1,2285.16,69
I0823,O0310,P0471,5,10041.32,24
I0824,O0426,P0311,3,58498.77,95
I0825,O0012,P0155,2,21341.49,83
I0826,O0296,P0242,4,594.64,52
I0827,O0288,P0143,5,56647.47,48
I0828,O0009,P0255,3,53652.82,91
I0829,O0056,P0232,1,53676.0,29
I0830,O0229,P0190,1,32589.8,42
I0831,O0074,P0415,1,43238.61,21
I0832,O0107,P0443,5,32639.3,18
I0833,O0207,P0316,5,34320.21,72
I0834,O0390,P0120,4,27491.62,39
I0835,O0380,P0173,1,5733.61,72
I0836,O0307,P0209,3,12707.34,96
I0837,O0288,P0407,4,31031.81,83
I0838,O0121,P0165,4,38380.7,94
I0839,O0376,P0042,4,30304.91,48
I0840,O0066,P0388,-3,18990.55,21
I0841,O0102,P0225,1,48379.82,54
I0842,O0254,P0088,5,31039.13,95
I0843,O0448,P0281,1,7414.2,55
I0844,O0151,P0369,3,14718.39,78
I0845,O0456,P0191,2,45751.87,66
I0846,O0351,P0105,3,7481.74,32
I0847,O0242,P0237,3,55576.97,92
I0848,O0437,P0476,5,12528.82,60
I0849,O0006,P0163,2,14898.45,0
I0850,O0160,P0360,1,43597.34,42
I0851,O0049,P0032,5,46010.72,44
I0852,O0326,P0287,3,13471.69,24
I0853,O0141,P0146,4,24044.25,39
I0854,O0189,P0320,3,64771.01,82
I0855,O0338,P0104,2,50753.39,27
I0856,O0144,P0092,1,20143.0,66
I0857,O0301,P0331,3,39279.12,75
I0858,O0310,P0142,5,41415.75,60
I0859,O0108,P0087,-1,65289.85,11
I0860,O0476,P0412,2,126.47,0
I0861,O0166,P0040,1,52645.95,56
I0862,O0218,P0341,3,30820.1,15
I0863,O0124,P0287,4,13780.38,45
I0864,O0160,P0430,5,23957.2,77
I0865,O0432,P0110,3,928.53,55
I0866,O0287,P0227,3,43501.18,71
I0867,O0461,P0223,2,15681.69,46
I0868,O0438,P0239,3,56871.58,27
I0869,O0316,P0287,2,12489.41,22
I0870,O0478,P0383,2,46458.46,67
I0871,O0100,P0003,3,52156.0,47
I0872,O0469,P0130,1,4642.85,4
I0873,O0332,P0141,4,47353.5,89
I0874,O0361,P0130,1,5146.81,3
I0875,O0442,P0368,5,17596.75,62
I0876,O0089,P0243,5,10890.82,4
I0877,O0190,P0015,2,60430.07,22
I0878,O0446,P0436,4,14671.8,15
I0879,O0029,P0228,1,53952.92,69
I0880,O0143,P0437,5,42141.01,42
I0881,O0429,P0345,3,16743.21,21
I0882,O0464,P0301,3,36875.62,85
I0883,O0207,P0214,1,23100.42,97
I0884,O0257,P0076,1,5756.8,5
I0885,O0142,P0312,5,8995.15,81
I0886,O0383,P0432,1,9069.35,71
I0887,O0180,P0061,5,19087.16,11
I0888,O0290,P0477,1,3106.0,23
I0889,O0374,P0045,5,18918.04,2
I0890,O0393,P0087,2,59158.41,58
I0891,O0042,P0450,2,10338.97,87
I0892,O0329,P0483,2,24226.0,94
I0893,O0068,P0159,3,26942.31,17
I0894,O0290,P0162,2,39031.44,25
I0895,O0091,P0152,4,43462.08,62
I0896,O0182,P0297,5,37424.72,80
I0897,O0352,P0426,5,58677.43,68
I0898,O0292,P0108,4,11546.04,87
I0899,O0408,P0148,5,3144.72,95
I0900,O0407,P0138,2,28552.27,59
I0901,O0134,P0017,5,60317.98,23
I0902,O0244,P0072,3,37362.72,48
I0903,O0338,P0302,3,2753.29,80
I0904,O0184,P0446,2,28338.18,42
I0905,O0173,P0332,2,17375.84,39
I0906,O0084,P0240,1,5813.72,78
I0907,O0234,P0304,4,58799.98,60
I0908,O0428,P0125,3,44397.9,61
I0909,O0348,P0206,2,22117.35,64
I0910,O0056,P0216,3,21489.98,51
I0911,O0304,P0015,2,64219.83,76
I0912,O0495,P0358,2,63064.79,72
I0913,O0385,P0072,3,42344.21,6
I0914,O0497,P0047,2,43516.64,58
I0915,O0203,P0085,2,41371.77,22
I0916,O0155,P0158,2,17496.69,55
I0917,O0047,P0371,5,14106.15,47
I0918,O0003,P0245,1,9118.13,87
I0919,O0202,P0358,4,58242.16,59
I0920,O0362,P0125,1,41570.91,40
I0921,O0391,P0479,3,33250.56,86
I0922,O0374,P0447,4,52323.46,44
I0923,O0251,P0343,5,2843.12,77
I0924,O0092,P0394,3,60396.48,0
I0925,O0313,P0307,1,10810.76,17
I0926,O0256,P0097,3,14931.3,43
I0927,O0197,P0335,2,59989.31,49
I0928,O0346,P0421,3,469.42,53
I0929,O0092,P0084,5,37647.62,59
I0930,O0413,P0043,1,64682.09,51
I0931,O0412,P0414,-2,35726.22,64
I0932,O0197,P0352,4,33344.42,85
I0933,O0206,P0217,3,36421.39,94
I0934,O0325,P0060,4,40665.74,99
I0935,O0243,P0365,5,2772.6,14
I0936,O0403,P0092,5,24574.69,86
I0937,O0041,P0077,-3,13404.69,25
I0938,O0264,P0417,4,3037.53,59
I0939,O0145,P0021,4,58172.68,6
I0940,O0456,P0307,3,10110.73,86
I0941,O0152,P0393,5,47066.89,37
I0942,O0183,P0214,-2,25010.26,4
I0943,O0306,P0058,1,36208.13,50
I0944,O0128,P0090,1,55072.01,18
I0945,O0325,P0253,3,24978.08,58
I0946,O0353,P0317,5,31898.25,5
I0947,O0040,P0168,2,56369.78,92
I0948,O0327,P0416,4,62936.49,92
I0949,O0041,P0173,3,5922.31,2
I0950,O0095,P0487,1,11687.68,55
I0951,O0495,P0060,5,37651.06,38
I0952,O0316,P0264,2,12440.86,6
I0953,O0192,P0294,4,47328.96,88
I0954,O0399,P0096,1,49742.96,23
I0955,O0348,P0146,4,21323.38,100
I0956,O0213,P0337,3,55055.52,81
I0957,O0163,P0050,1,35263.78,28
I0958,O0033,P0314,5,17959.4,75
I0959,O0216,P0326,5,40111.54,71
I0960,O0007,P0176,3,1022.92,19
I0961,O0237,P0438,2,5010.01,21
I0962,O0345,P0200,1,50547.14,73
I0963,O0496,P0041,5,30432.19,10
I0964,O0107,P0383,3,44449.27,96
I0965,O0162,P0232,1,49558.26,74
I0966,O0086,P0320,4,61920.49,97
I0967,O0012,P0385,5,17978.83,30
I0968,O0193,P0472,4,59912.6,15
I0969,O0050,P0203,1,28604.49,22
I0970,O0443,P0082,4,64677.3,45
I0971,O0385,P0112,5,53794.47,98
I0972,O0186,P0323,3,47517.08,68
I0973,O0201,P0116,4,5870.89,36
I0974,O0423,P0474,2,56175.21,0
I0975,O0273,P0425,4,47728.51,87
I0976,O0465,P0051,4,2102.81,52
I0977,O0097,P0326,-1,36910.99,79
I0978,O0258,P0042,4,32468.3,41
I0979,O0313,P0128,4,56578.64,47
I0980,O0012,P0381,4,19300.27,24
I0981,O0436,P0468,3,54602.67,30
I0982,O0090,P0242,2,642.68,37
I0983,O0034,P0458,5,14220.77,31
I0984,O0351,P0309,2,52103.72,59
I0985,O0257,P0329,5,33448.17,20
I0986,O0126,P0237,1,41668.73,4
I0987,O0350,P0347,5,30590.23,49
I0988,O0037,P0401,3,41406.14,68
I0989,O0062,P0367,5,11894.3,56
I0990,O0247,P0424,3,68645.09,92
I0991,O0394,P0021,5,61235.44,56
I0992,O0220,P0404,2,48817.5,97
I0993,O0423,P0297,1,40609.9,46
I0994,O0212,P0337,2,60764.47,26
I0995,O0136,P0050,1,32707.27,90
I0996,O0252,P0386,3,25849.24,88
I0997,O0228,P0170,3,36761.46,76
I0998,O0019,P0390,5,47302.47,28
I0999,O0451,P0190,3,29360.85,91
I1000,O0082,P0291,4,17127.92,86
