order_id,customer_id,order_date,status,region_code
O0025,C0205,2026-05-31 11:11:59,SHIPPED,West
O0436,C0145,2026-06-04 05:38:34,CANCELLED,South
O0312,C0273,2026-06-05 18:08:56,CANCELLED,East
O0022,C0235,2026-06-08 15:31:21,PLACED,West
O0316,C0497,2026-06-09 18:27:40,CANCELLED,East
O0403,C0078,2026-06-12 09:40:51,CANCELLED,East
O0142,C0119,2026-06-13 23:41:52,CANCELLED,South
O0439,C0204,2026-06-14 06:28:29,CANCELLED,East
O0003,C0106,2026-06-15 10:14:59,PLACED,South
O0343,C0465,2026-06-15 22:13:27,PLACED,East
O0081,C0011,2026-06-16 12:30:08,SHIPPED,East
O0260,UNKNOWN,2026-06-16 16:17:59,RETURNED,East
O0137,C0159,2026-06-16 17:49:10,CANCELLED,South
O0104,C0012,2026-06-17 08:47:44,RETURNED,South
O0497,C0437,2026-06-17 17:30:46,PLACED,North
O0227,C0493,2026-06-18 01:39:48,RETURNED,East
O0313,C0485,2026-06-20 01:08:15,CANCELLED,North
O0347,C0450,2026-06-20 03:40:53,PLACED,East
O0300,C0007,2026-06-20 13:33:10,SHIPPED,East
O0070,C0238,2026-06-23 23:54:13,SHIPPED,North
O0315,C0058,2026-06-24 04:08:06,SHIPPED,North
O0126,C0405,2026-06-24 21:14:51,CANCELLED,North
O0200,C0411,2026-06-26 15:47:51,DELIVERED,West
O0016,C0378,2026-07-01 01:14:47,RETURNED,East
O0303,C0448,2026-07-01 13:30:25,DELIVERED,West
O0082,C0249,2026-07-04 14:40:38,RETURNED,West
O0490,C0151,2026-07-09 12:57:40,DELIVERED,West
O0209,C0040,2026-07-09 19:39:14,PLACED,West
O0159,C0092,2026-07-10 00:36:59,DELIVERED,West
